sequence_id,sequence_type,sequence_key_event,event_position,sequence_length,is_key_event,match_id,id,index,minute,second,period,timestamp,type,possession_team,location,player,player_id,team,position,shot,pass,dribble,carry,duel,interception,clearance,goalkeeper,under_pressure,counterpress,play_pattern,duration,related_events,home_team_name,away_team_name
28,shot_sequence,Shot,2,5,False,3941017,0466d64d-cac9-4fa1-b291-c62195d9b9f1,336,7,28,1,00:07:28.198,"{'id': 14, 'name': 'Dribble'}","{'id': 908, 'name': 'Slovakia'}","[101.2, 34.1]","{'id': 7975, 'name': 'Lukáš Haraslín'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 21, 'name': 'Left Wing'}",,,"{'outcome': {'id': 8, 'name': 'Complete'}}",,,,,,True,,"{'id': 3, 'name': 'From Free Kick'}",0.0,['1bca6865-f198-4753-a939-e89b613d4fd4'],England,Slovakia
28,shot_sequence,Shot,3,5,False,3941017,efa56f64-b522-4223-adf4-dcc0a55cc300,337,7,28,1,00:07:28.198,"{'id': 43, 'name': 'Carry'}","{'id': 908, 'name': 'Slovakia'}","[101.2, 34.1]","{'id': 7975, 'name': 'Lukáš Haraslín'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 21, 'name': 'Left Wing'}",,,,"{'end_location': [101.0, 34.2]}",,,,,True,,"{'id': 3, 'name': 'From Free Kick'}",0.365427,"['0466d64d-cac9-4fa1-b291-c62195d9b9f1', '1bca6865-f198-4753-a939-e89b613d4fd4', '8647706b-b6da-4cb8-aa40-17e6b66dda50']",England,Slovakia
28,shot_sequence,Shot,4,5,True,3941017,8647706b-b6da-4cb8-aa40-17e6b66dda50,338,7,28,1,00:07:28.564,"{'id': 16, 'name': 'Shot'}","{'id': 908, 'name': 'Slovakia'}","[101.0, 34.2]","{'id': 7975, 'name': 'Lukáš Haraslín'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 21, 'name': 'Left Wing'}","{'statsbomb_xg': 0.053368397, 'end_location': [103.6, 35.2], 'key_pass_id': '6e48c33b-3e97-4c77-aa7d-9c5d7004e829', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 96, 'name': 'Blocked'}, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [105.5, 31.5], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 38.5], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.5, 30.8], 'player': {'id': 8967, 'name': 'Ondrej Duda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 59.2], 'player': {'id': 28032, 'name': 'Ivan Schranz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.4, 43.5], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.4, 34.4], 'player': {'id': 43976, 'name': 'David Strelec'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 49.4], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 51.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 27.5], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.3, 40.7], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 33.3], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 35.3], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]}",,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",0.172951,"['d542df1e-e2f7-41a2-b1ee-f04c9606bccd', 'ee5e4e75-5cc0-44fa-87f6-d44b65a73b27']",England,Slovakia
28,shot_sequence,Shot,5,5,False,3941017,d542df1e-e2f7-41a2-b1ee-f04c9606bccd,339,7,28,1,00:07:28.736,"{'id': 6, 'name': 'Block'}","{'id': 908, 'name': 'Slovakia'}","[16.5, 44.9]","{'id': 3244, 'name': 'John Stones'}",,"{'id': 768, 'name': 'England'}","{'id': 3, 'name': 'Right Center Back'}",,,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",0.0,['8647706b-b6da-4cb8-aa40-17e6b66dda50'],England,Slovakia
29,shot_sequence,Shot,1,5,False,3941017,eddf41f9-0ee4-4998-aac4-62505d886ca1,389,8,48,1,00:08:48.186,"{'id': 30, 'name': 'Pass'}","{'id': 768, 'name': 'England'}","[83.4, 67.5]","{'id': 30714, 'name': 'Jude Bellingham'}",,"{'id': 768, 'name': 'England'}","{'id': 19, 'name': 'Center Attacking Midfield'}",,"{'recipient': {'id': 3308, 'name': 'Kieran Trippier'}, 'length': 42.30981, 'angle': -1.0944644, 'height': {'id': 2, 'name': 'Low Pass'}, 'end_location': [102.8, 29.9], 'assisted_shot_id': 'b7b724e2-cca6-4d75-823a-73e89fcb4be3', 'shot_assist': True, 'body_part': {'id': 40, 'name': 'Right Foot'}}",,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",2.439234,['dc52c3cc-c579-4e32-b89d-cb320c60ca04'],England,Slovakia
29,shot_sequence,Shot,2,5,False,3941017,bf28d8f0-ccd1-4f79-87a8-c02caec093ff,390,8,50,1,00:08:50.368,"{'id': 17, 'name': 'Pressure'}","{'id': 768, 'name': 'England'}","[20.9, 49.9]","{'id': 28032, 'name': 'Ivan Schranz'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 17, 'name': 'Right Wing'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.316615,"['b7b724e2-cca6-4d75-823a-73e89fcb4be3', 'dc52c3cc-c579-4e32-b89d-cb320c60ca04']",England,Slovakia
29,shot_sequence,Shot,3,5,False,3941017,dc52c3cc-c579-4e32-b89d-cb320c60ca04,391,8,50,1,00:08:50.625,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 768, 'name': 'England'}","[102.8, 29.9]","{'id': 3308, 'name': 'Kieran Trippier'}",,"{'id': 768, 'name': 'England'}","{'id': 6, 'name': 'Left Back'}",,,,,,,,,True,,"{'id': 7, 'name': 'From Goal Kick'}",,"['bf28d8f0-ccd1-4f79-87a8-c02caec093ff', 'eddf41f9-0ee4-4998-aac4-62505d886ca1']",England,Slovakia
29,shot_sequence,Shot,4,5,True,3941017,b7b724e2-cca6-4d75-823a-73e89fcb4be3,392,8,50,1,00:08:50.625,"{'id': 16, 'name': 'Shot'}","{'id': 768, 'name': 'England'}","[102.8, 29.9]","{'id': 3308, 'name': 'Kieran Trippier'}",,"{'id': 768, 'name': 'England'}","{'id': 6, 'name': 'Left Back'}","{'statsbomb_xg': 0.08902558, 'end_location': [120.0, 43.5, 7.8], 'key_pass_id': 'eddf41f9-0ee4-4998-aac4-62505d886ca1', 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'first_time': True, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [99.4, 61.1], 'player': {'id': 16879, 'name': 'Dávid Hancko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 48.8], 'player': {'id': 6990, 'name': 'Milan Škriniar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 37.8], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 40.4], 'player': {'id': 16298, 'name': 'Denis Vavro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 51.1], 'player': {'id': 6798, 'name': 'Stanislav Lobotka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 56.5], 'player': {'id': 8967, 'name': 'Ondrej Duda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 31.3], 'player': {'id': 28032, 'name': 'Ivan Schranz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.6, 39.5], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.7, 38.6], 'player': {'id': 3711, 'name': 'Martin Dúbravka'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 38.9], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.9, 57.1], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 61.3], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.1, 46.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]}",,,,,,,,True,,"{'id': 7, 'name': 'From Goal Kick'}",0.936881,"['7b6aa671-3fc0-489e-b6bd-e626f15ac299', 'bf28d8f0-ccd1-4f79-87a8-c02caec093ff']",England,Slovakia
29,shot_sequence,Shot,5,5,False,3941017,7b6aa671-3fc0-489e-b6bd-e626f15ac299,393,8,51,1,00:08:51.562,"{'id': 23, 'name': 'Goal Keeper'}","{'id': 768, 'name': 'England'}","[2.4, 41.5]","{'id': 3711, 'name': 'Martin Dúbravka'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 1, 'name': 'Goalkeeper'}",,,,,,,,"{'end_location': [2.4, 41.5], 'position': {'id': 44, 'name': 'Set'}, 'type': {'id': 32, 'name': 'Shot Faced'}}",,,"{'id': 7, 'name': 'From Goal Kick'}",0.0,['b7b724e2-cca6-4d75-823a-73e89fcb4be3'],England,Slovakia
30,shot_sequence,Shot,1,5,False,3941017,ced9ecf4-05be-45f2-b53c-368131d5780a,521,11,19,1,00:11:19.165,"{'id': 43, 'name': 'Carry'}","{'id': 908, 'name': 'Slovakia'}","[92.0, 20.8]","{'id': 7975, 'name': 'Lukáš Haraslín'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 21, 'name': 'Left Wing'}",,,,"{'end_location': [107.1, 32.1]}",,,,,True,,"{'id': 7, 'name': 'From Goal Kick'}",2.713658,"['68dc105c-718f-4bff-8dcc-ed478c2d0d49', 'dd792c01-b3ec-4cb0-b618-7db8a4c14f0c', 'de654d68-c919-4681-8931-94de661d3dd7']",England,Slovakia
30,shot_sequence,Shot,2,5,False,3941017,de654d68-c919-4681-8931-94de661d3dd7,522,11,19,1,00:11:19.928,"{'id': 17, 'name': 'Pressure'}","{'id': 908, 'name': 'Slovakia'}","[24.4, 57.1]","{'id': 3205, 'name': 'Kyle Walker'}",,"{'id': 768, 'name': 'England'}","{'id': 2, 'name': 'Right Back'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.73522,['ced9ecf4-05be-45f2-b53c-368131d5780a'],England,Slovakia
30,shot_sequence,Shot,3,5,False,3941017,954a3745-d6a6-45b5-ac76-2993e145ba90,523,11,21,1,00:11:21.505,"{'id': 17, 'name': 'Pressure'}","{'id': 908, 'name': 'Slovakia'}","[14.3, 50.3]","{'id': 3244, 'name': 'John Stones'}",,"{'id': 768, 'name': 'England'}","{'id': 3, 'name': 'Right Center Back'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.348005,,England,Slovakia
30,shot_sequence,Shot,4,5,True,3941017,68dc105c-718f-4bff-8dcc-ed478c2d0d49,524,11,21,1,00:11:21.879,"{'id': 16, 'name': 'Shot'}","{'id': 908, 'name': 'Slovakia'}","[107.1, 32.1]","{'id': 7975, 'name': 'Lukáš Haraslín'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 21, 'name': 'Left Wing'}","{'statsbomb_xg': 0.079396516, 'end_location': [108.8, 33.1], 'key_pass_id': '31a0b353-a614-43ad-be87-dc1cc3a7d29c', 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 96, 'name': 'Blocked'}, 'freeze_frame': [{'location': [116.6, 36.9], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.9, 43.5], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 33.4], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 33.5], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 31.4], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.2, 36.0], 'player': {'id': 6798, 'name': 'Stanislav Lobotka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [83.3, 23.7], 'player': {'id': 43976, 'name': 'David Strelec'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 44.7], 'player': {'id': 28032, 'name': 'Ivan Schranz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]}",,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.099523,"['64b6d78b-6036-44a1-9592-2788cef0334d', 'e53a9de7-2449-4b7f-81b0-c98816f0c9fa']",England,Slovakia
30,shot_sequence,Shot,5,5,False,3941017,64b6d78b-6036-44a1-9592-2788cef0334d,525,11,21,1,00:11:21.978,"{'id': 6, 'name': 'Block'}","{'id': 908, 'name': 'Slovakia'}","[11.3, 47.0]","{'id': 34526, 'name': 'Marc Guehi'}",,"{'id': 768, 'name': 'England'}","{'id': 5, 'name': 'Left Center Back'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.0,['68dc105c-718f-4bff-8dcc-ed478c2d0d49'],England,Slovakia
